R_B1,R_B2,R_B3,R_B4,R_B5,R_B6,R_B7,R_B8,G_B1,G_B2,G_B3,G_B4,G_B5,G_B6,G_B7,G_B8,B_B1,B_B2,B_B3,B_B4,B_B5,B_B6,B_B7,B_B8,BLB
0.239854795,2.651654878,0.5934711,0.73650685,0.727534248,-0.379743127,9.847860627,641.3536988,0.237980822,2.678872708,0.449796525,0.719260272,0.74,-0.250143122,8.484958586,436.0378996,0.213994521,2.643464095,0.576919086,0.732506849,0.684246578,-0.144624657,5.79233886,177.9164981,7
0.182776633,2.810112269,0.526487911,0.709443299,0.726597939,-0.114404291,5.787822887,547.5681907,0.200536083,2.707930608,0.616241334,0.730226803,0.68371134,-0.091475136,5.521779491,338.1844608,0.194531959,2.72704914,0.706099698,0.728219931,0.694982819,-0.165496084,5.57546507,114.474586,5
0.153165636,3.072386153,0.560865309,0.691106531,0.90611684,-0.302526023,17.50192179,761.9664051,0.157811684,3.055593978,0.5346098,0.684302406,0.926323021,-0.325337726,16.64002104,490.5966441,0.185341581,2.852090105,0.530127598,0.707216496,0.809896909,-0.009556456,10.2402927,150.3928403,5
0.169270103,3.026450483,0.436997252,0.663353953,1.028591062,-0.266656995,19.0644429,784.3439986,0.157316839,3.08826903,0.454060569,0.662682031,1.073539518,-0.402071746,19.03240031,484.4521435,0.205954639,2.86257684,0.614972424,0.700756014,0.888797251,-0.047585648,15.87369688,193.3264326,7
0.176555327,2.905946288,0.491811589,0.692687287,0.823780068,-0.286101116,9.507448108,541.7819523,0.175191753,2.896489832,0.565932345,0.706584192,0.759037802,-0.237488822,8.928627279,330.6768345,0.17667354,2.899269625,0.529937878,0.690707902,0.828728523,-0.288979135,8.604182779,128.5065057,5
0.190312028,2.842960594,0.677956149,0.730048109,0.765223369,0.64162573,18.61220969,498.7461628,0.181220619,2.887780858,0.703924538,0.723202748,0.751202749,0.583135013,18.42680497,367.0202839,0.205536771,2.745459203,0.762206978,0.741470788,0.72687285,0.630855256,15.74790382,116.0427959,5
0.179978007,2.914287995,0.598094198,0.710487973,0.78982818,-0.017041155,12.23592493,589.8987614,0.174064605,2.89463978,0.650900422,0.710666666,0.75450172,0.521493116,12.58732423,413.6159147,0.174243299,2.908135018,0.616213019,0.709704469,0.76467354,0.232731711,8.369872825,115.5678095,5
0.170097959,2.95611076,0.617179802,0.704829935,0.815646259,0.722550857,9.958372581,430.2038293,0.166536055,3.01764102,0.523809579,0.701006802,0.864761904,0.609456327,9.347969256,326.7566755,0.185412245,2.865576637,0.582584224,0.716081635,0.782040819,0.558808816,7.872024382,83.33413094,7
0.228496929,2.657216932,0.809853421,0.74051877,0.595631399,0.242397052,9.102270486,373.6182529,0.206094198,2.679516139,0.81242382,0.747631398,0.567645053,0.311218237,7.613243365,284.4645825,0.280750854,2.365686237,0.81318703,0.775931741,0.5287372,0.426035546,5.738649936,70.97496955,5
0.202422146,2.752651785,0.676890137,0.73252595,0.67778547,-0.03524429,8.783606424,415.8541251,0.231952942,2.592151807,0.640684999,0.748816609,0.655501731,0.081508982,7.05303484,255.4902119,0.229397925,2.556378476,0.672182193,0.748775087,0.617716263,0.302603962,5.092385591,71.54943187,3
0.217113403,2.710730321,0.459131521,0.725305842,0.730171824,0.243644702,6.150388617,320.151402,0.180409623,2.784984979,0.385226077,0.683134023,0.818144333,0.347704742,6.043596101,251.1519413,0.216797251,2.659415246,0.514702402,0.729773197,0.691546392,0.195164371,5.129484625,57.9596861,3
0.186479725,2.838575848,0.687760227,0.718776632,0.688797251,0.503116535,10.61370773,390.8443637,0.195131272,2.789548357,0.695956215,0.728013746,0.670652921,0.515677692,9.275933678,310.9137128,0.192527835,2.772960778,0.713396043,0.726089347,0.662955325,0.419437527,7.182247689,73.12372541,5
0.244123712,2.47138543,0.541308224,0.75356701,0.607010308,0.076957031,4.359774471,335.9391728,0.279562886,2.381738234,0.463351565,0.754776633,0.619106532,0.061272411,3.80855834,247.8512874,0.29702818,2.23751535,0.660019661,0.778501716,0.51161512,-0.01322095,2.939591488,51.47065923,3
0.197665754,2.722999905,0.740937029,0.732054794,0.678904112,0.332241534,6.868373933,357.5307344,0.2018137,2.735230309,0.717570977,0.71580822,0.723561644,0.197671887,8.570414516,313.1626069,0.228873973,2.574017135,0.561452044,0.731657533,0.698767124,0.440407234,5.58203065,59.06332439,5
0.186397251,2.873956846,0.579074574,0.710886598,0.766597938,-0.309420865,11.76341852,587.0913443,0.164714777,3.005218673,0.541239157,0.696728522,0.816357389,-0.175637109,15.02173819,485.5680038,0.172904467,2.902368119,0.597541432,0.709017185,0.751202749,-0.414838765,12.0742881,145.3943355,5
0.200794558,2.802455462,0.581087954,0.717673469,0.754693877,-0.17629649,9.698334322,687.892396,0.198220409,2.745588425,0.73909677,0.735659864,0.725578234,-0.104018285,8.897718636,470.2023587,0.192261225,2.814200226,0.647835348,0.713578232,0.748843536,-0.024856817,10.02225025,191.0241363,5
