R_B1,R_B2,R_B3,R_B4,R_B5,R_B6,R_B7,R_B8,G_B1,G_B2,G_B3,G_B4,G_B5,G_B6,G_B7,G_B8,B_B1,B_B2,B_B3,B_B4,B_B5,B_B6,B_B7,B_B8,BLB
0.174431655,2.95079485,0.667800518,0.713122305,0.715683454,0.52406055,12.66064209,449.8104196,0.184365468,2.859667019,0.754609318,0.728877697,0.644460432,0.072886792,10.13280806,371.566343,0.165882015,2.961262922,0.587279106,0.703424463,0.760287773,0.516826707,10.10994538,158.4767153,3
0.183259155,2.953709872,0.555235645,0.714394367,0.816619721,-0.100038763,11.72292731,316.9274511,0.186723943,2.950528658,0.552264801,0.707830987,0.821971833,-0.024474588,12.75936742,286.8388642,0.172704225,3.004704664,0.549436799,0.703084508,0.844647888,0.072703099,12.22351854,109.494365,3
0.15504,3.113160326,0.554657049,0.690371929,0.919719298,-0.123338103,16.23220159,394.8774771,0.129658948,3.315994314,0.43818909,0.636533335,1.159438594,0.309432588,20.59628514,396.0842062,0.136101053,3.238885862,0.446676314,0.651508772,1.065824562,0.589992419,17.30270967,163.253052,3
0.179657143,2.934166377,0.548835545,0.710400001,0.810285716,0.385755431,12.08987318,296.3581737,0.152900001,3.032985042,0.508257391,0.676142858,0.84142857,0.278825143,10.99461138,255.0694341,0.160691429,3.005091586,0.52633985,0.689757143,0.839571429,0.288053483,11.43851631,110.1625703,3
0.239504626,2.638908739,0.847345085,0.757608541,0.613238434,-0.632848393,15.50482818,488.8907854,0.199763701,2.798935515,0.818943326,0.74149466,0.66733096,-0.154447257,15.2976772,467.2299131,0.208130962,2.73045441,0.730153453,0.742533806,0.62049822,-0.080113876,11.39591254,199.3685641,3
0.296014135,2.428994641,0.58741072,0.764212014,0.569611307,-0.157142841,7.29578111,381.8145705,0.242532862,2.606494182,0.794066105,0.754784449,0.628833921,-0.057270274,10.03211392,343.3047006,0.245150531,2.407541954,0.815913669,0.772777386,0.516183747,0.102555137,4.860372577,140.8108386,3
0.245708186,2.428407194,1.254955749,0.793081846,0.498220642,-0.001764214,6.039167178,528.5510275,0.311450534,2.186667809,1.064979049,0.78459786,0.474875445,-0.27644037,5.199652067,345.3701939,0.256982206,2.377396092,1.235427952,0.789978644,0.489395018,0.186066449,4.919999804,138.3735359,3
0.190276491,2.850160331,0.783043961,0.741740348,0.648561404,0.462543505,16.33302042,357.1125777,0.214708772,2.741649749,0.768164765,0.756519298,0.638877194,0.382725393,12.63352746,224.9096168,0.219938246,2.658509818,0.908955892,0.761880699,0.589754387,0.174387196,9.598747843,76.31183455,5
0.220763637,2.585952334,0.596418244,0.735944054,0.665734267,-0.045779247,5.248736813,339.2481015,0.223653147,2.608737044,0.518301448,0.730391608,0.666433567,-0.030729397,4.873902865,223.7766305,0.223692308,2.562466821,0.641472275,0.739146852,0.634825175,0.018119161,4.730328186,83.26850192,7
0.299884508,2.206594746,0.855614963,0.787014084,0.488169015,-0.307497466,3.561632337,256.4456934,0.251887325,2.353499035,0.561819702,0.75478873,0.546197183,0.025120901,3.103194523,184.453569,0.254819719,2.400909383,0.579569372,0.75538028,0.579154931,-0.1283209,3.935222059,68.27566795,5
0.186898955,2.83223427,0.701728995,0.724529615,0.699790939,0.374210004,9.628091056,368.9882946,0.213151219,2.770698415,0.713840144,0.756641115,0.689756099,0.491679218,9.627547742,264.4050252,0.213728224,2.723954211,0.746054906,0.735749129,0.68404181,0.399469713,8.80896001,78.67788992,5
0.207901756,2.62291312,0.791215757,0.74651228,0.595228069,-0.165588882,7.052416278,374.209633,0.220429474,2.607299171,0.863078385,0.757656139,0.571929824,-0.199921182,6.964217109,265.4150801,0.213350177,2.57470477,0.771850019,0.752042102,0.586526316,-0.06364025,5.816141008,91.20939567,7
0.220216607,2.617573086,0.868800234,0.759176895,0.590469315,0.181636157,7.361781545,300.6619707,0.25744982,2.438381717,0.954924237,0.786483752,0.516101085,0.331211784,5.274155635,202.6853256,0.276739351,2.385131032,1.158457786,0.802151623,0.472635379,0.157721414,5.422798343,66.94444294,5
0.207395054,2.680769328,0.613315358,0.718063604,0.641554771,-0.277325345,6.734682147,379.2389557,0.235460071,2.581774734,0.715630133,0.751915192,0.606077739,-0.260768566,6.667949506,255.9079083,0.234521555,2.546070632,0.785102801,0.753243814,0.56,-0.18414632,5.776596473,94.95319744,7
0.192174036,2.892362476,0.673786988,0.744154386,0.672701755,0.377459875,13.86781985,426.8013399,0.17335579,2.86296342,0.626273059,0.720814038,0.670877195,0.517284383,12.10110311,279.148424,0.18589193,2.765549591,0.695527626,0.735789474,0.632842106,0.499833263,10.50704198,105.7024322,7
0.283858994,2.253737841,0.949457482,0.793510792,0.479280577,-0.114056287,3.565709497,267.7537839,0.255617266,2.458624666,0.808345047,0.763280576,0.583597121,-0.108026936,4.802360689,196.0573069,0.303899281,2.200647205,1.083413993,0.801985609,0.444028776,-0.182315742,3.562906925,63.55040266,5
0.233654481,2.589752786,0.678380403,0.740157705,0.754695342,-0.235297026,9.986517601,351.2068282,0.2626638,2.559353943,0.566308506,0.733878135,0.709103942,-0.523886105,11.50836885,292.315133,0.233565593,2.49690358,0.695120266,0.75217204,0.640860215,0.026866237,6.021168488,100.1749629,5
0.321197164,2.180029812,0.905283724,0.809021273,0.425531915,0.075706553,3.541282596,265.1548879,0.259358866,2.383498196,0.622755777,0.764496453,0.559858157,-0.044473191,3.441650719,167.7407277,0.284019859,2.241034358,0.526236343,0.776312055,0.493333333,0.08794553,2.914556762,69.71146554,7
0.25134417,2.369425241,0.741781833,0.763787983,0.526360425,-0.050883391,3.551383574,277.8796198,0.304763252,2.195764139,1.14583019,0.803265017,0.428409894,-0.084395874,3.415049274,176.7317322,0.311926501,2.174788495,0.937578952,0.796409891,0.44720848,-0.044633555,2.742696303,64.4790635,5
0.188567018,2.712934569,0.653645089,0.725263159,0.616842105,-0.08578021,6.165946216,367.2715168,0.196449123,2.712953082,0.683097717,0.738371929,0.651929824,0.004989306,5.557829321,253.121954,0.190352281,2.753185028,0.652811525,0.7306807,0.659228071,0.086417517,6.407526021,101.860205,7
0.243681119,2.460083116,0.736411912,0.75030769,0.60041958,0.012372588,3.382671806,276.9058317,0.239219581,2.451275349,0.640615053,0.744209788,0.578041958,-0.05083972,3.144289199,210.011388,0.218181818,2.564534814,0.636441031,0.727426573,0.653566434,0.169174826,3.827680834,79.89967109,5
0.245741343,2.491896189,0.723904405,0.760833923,0.557031803,-0.05766649,4.565325926,271.6559423,0.242942757,2.499000848,0.611223344,0.734473498,0.631802123,-0.186735263,4.672993256,187.0391127,0.246241697,2.439423852,0.610401703,0.728777384,0.621484097,-0.170542133,4.248464599,73.33876332,5
0.271592832,2.304479781,0.476717352,0.763985663,0.559426523,0.136157595,3.118395592,227.8958013,0.293106811,2.222386323,0.75696211,0.777261647,0.489175628,0.151184516,2.398700639,154.4868589,0.297356274,2.232810378,0.794721087,0.791856631,0.502652329,0.114409979,2.790030138,55.03050198,5
0.232141007,2.548508076,0.682509772,0.75989928,0.57654676,0.151688288,5.413800606,253.2627508,0.233818705,2.471532731,0.730545427,0.759827338,0.523165467,0.134670734,4.74993256,177.567001,0.250129497,2.375060063,0.855199509,0.775251796,0.509928059,0.162269007,3.545276964,54.15047588,5
0.281091167,2.321455177,0.705829853,0.801851587,0.434628974,-0.348463043,10.67308437,361.9193638,0.300701061,2.300202476,0.833651429,0.81518021,0.416113075,-0.154015211,10.86412833,271.3661084,0.282761839,2.249014648,0.879831148,0.80576678,0.405088339,0.175209831,8.017603989,102.0909533,5
0.244462412,2.534292169,0.631534986,0.72635461,0.734184398,0.097150639,5.536963868,332.1305929,0.255239717,2.460668365,0.701461693,0.750113476,0.632198583,-0.045306555,6.032878293,205.6098887,0.250005675,2.483763597,0.673213758,0.736624112,0.659858155,0.03220834,4.94336558,84.73001198,5
0.216135252,2.609277079,1.007376123,0.774776977,0.493956835,0.084922014,8.689858155,370.704759,0.257910792,2.443618934,1.206286568,0.799338128,0.464172662,0.161480287,7.190417779,274.5733786,0.255303598,2.420108513,1.166468219,0.79064748,0.456690646,0.147993325,5.494626609,119.1440461,5
0.247493818,2.621073799,1.289669146,0.753032727,0.648581818,-0.667851397,14.87636188,546.633074,0.238391273,2.615692114,1.002269888,0.761672725,0.675636364,-0.408252046,14.42065424,432.785747,0.224244365,2.662155381,0.825114119,0.751112725,0.646836364,-0.327120525,12.41768197,216.2654488,5
0.17520293,2.958893936,0.569994508,0.694065934,0.845714287,1.138114113,11.32483004,342.5745893,0.189857876,2.948037366,0.6555353,0.72391209,0.818021979,1.191267867,14.66689274,266.4002898,0.168237363,3.038554409,0.577332858,0.702637365,0.881318684,1.220429363,13.90059177,129.7861165,3
0.192372761,2.742747066,0.647382512,0.720272401,0.685734767,0.223669678,7.147815721,360.2683873,0.220708244,2.696489057,0.562759936,0.729978494,0.697634409,0.218001893,6.74995638,254.04156,0.217562724,2.725400829,0.654103553,0.72594982,0.71326165,0.426200085,7.021253915,119.3355385,3
0.158313044,3.019911992,0.556278269,0.686913042,0.842173914,0.356877912,12.1461747,389.4859636,0.158005797,3.030908883,0.605264838,0.685028986,0.849420289,0.455834433,11.28452699,305.2229247,0.148533334,3.11584881,0.506310743,0.681623188,0.91710145,0.424079305,11.49885787,130.7517284,3
0.234265715,2.569245792,0.988353094,0.768328571,0.598428571,0.173865599,6.068808987,261.7422444,0.233988572,2.59132417,0.90615731,0.754914286,0.629714289,0.100522973,6.401647039,211.2553107,0.227102858,2.564193356,0.68989853,0.742057141,0.609142856,0.269528228,5.241032143,80.11196824,3
0.222817143,2.558190794,0.656508478,0.717857143,0.643142858,-0.038256,5.756474176,224.1095915,0.183122857,2.745915334,0.714579248,0.714871429,0.658714286,0.047351318,6.86817521,188.5890875,0.203362858,2.629497609,0.756451877,0.733257143,0.608571429,0.128753827,5.885675028,77.95883342,3
0.217486546,2.583725044,0.761811562,0.745279999,0.617309092,-0.036343159,7.725374902,231.7858226,0.198266182,2.722420482,0.653723062,0.733716365,0.657890909,-0.045355287,7.606209933,191.0430915,0.198344728,2.670336223,0.691044284,0.737556365,0.642181817,-0.018176461,6.509209833,73.53041578,3
0.228062634,2.565346381,0.913075921,0.762975085,0.558434164,0.11070679,5.008638733,234.3101077,0.220182207,2.541452827,0.730830095,0.751444837,0.566120995,0.385646687,4.782429576,169.549404,0.223877581,2.527340676,0.715346067,0.751957295,0.574661921,0.369372468,4.786606565,63.81538571,3
0.194994946,2.756130144,0.582654543,0.707812276,0.736173287,0.003182903,8.461263532,351.9131572,0.214405776,2.714543422,0.785092641,0.733906136,0.677400723,-0.056481274,7.669214001,251.6694838,0.226220939,2.58482064,0.844173001,0.748837544,0.629169677,-0.024788103,5.031584912,88.32566629,3
0.279263083,2.462441518,1.498803769,0.791928315,0.516272402,0.617389426,13.69941648,166.4750606,0.25782079,2.498140043,0.943569407,0.783698924,0.516559139,0.268150365,10.60884912,110.3835782,0.332969177,2.158138284,1.25331328,0.814064512,0.441720429,0.55629213,7.11287487,44.69315182,3
0.217003637,2.618569958,0.619409008,0.736130908,0.647127273,0.031823129,5.330832437,306.625551,0.258391274,2.412516888,0.773257185,0.749105454,0.576145455,0.115146938,4.28510123,213.1549422,0.258027637,2.357189057,0.836329305,0.751345453,0.546181819,0.151787521,3.528488816,82.45107461,3
0.177550365,2.84054598,0.679681178,0.725270074,0.692408761,0.177706509,7.660704907,316.1877169,0.171167884,2.838624506,0.675817976,0.724072992,0.678686134,0.280590478,8.37325301,232.1572271,0.178274453,2.808653976,0.70909048,0.728627736,0.668175181,0.382789136,8.602330945,89.12361115,5
0.260284892,2.579768408,0.574880542,0.747683452,0.667625902,-0.019110212,8.668717366,257.8175351,0.199588489,2.686936901,0.725975228,0.733179855,0.638273381,0.002828894,7.124396168,215.9647287,0.217533813,2.55413967,0.832604807,0.747280573,0.57208633,0.086709411,5.531026492,73.77668329,3
0.288932862,2.30376944,1.143480242,0.80436749,0.454699647,0.120649273,4.857864501,284.3324496,0.252842404,2.527200544,0.965188967,0.767279151,0.570600708,0.047634997,6.240410469,217.3110054,0.259383746,2.458540946,0.810881046,0.764862191,0.554063605,0.072757826,4.987254734,75.31281444,3
0.14114203,3.141914887,0.597570524,0.688000002,0.84173913,0.169878261,18.17024706,452.329211,0.169930435,2.920699915,0.616038118,0.705652174,0.748695653,0.202198263,12.71746762,248.8206307,0.164936232,2.937509354,0.551027642,0.696463773,0.799420292,0.410304004,12.73054061,93.93596719,3
0.208860001,2.695974928,0.759676292,0.741171429,0.631142857,-0.137525486,7.373339135,324.8188744,0.224831429,2.566843409,0.842496899,0.753071428,0.579571428,0.120171426,5.857656097,211.6926283,0.242431429,2.439446399,0.871521897,0.769771426,0.510857142,0.020618056,3.592258863,63.73534138,3
0.19540146,2.761633313,0.605072228,0.717678834,0.735620438,0.335781375,9.836562546,380.14988,0.202289052,2.764866192,0.618850253,0.713897809,0.702189781,0.191952355,10.15968278,258.1497239,0.206919709,2.66810571,0.686998441,0.71808759,0.68189781,0.244836439,7.000920873,94.72244048,3
0.193092755,2.805282416,0.703825941,0.712289854,0.696811593,0.323735656,10.63986467,354.2301164,0.218785508,2.735613466,0.739280947,0.736927536,0.729275364,0.386181562,11.08677534,223.7547884,0.214692754,2.734238654,0.721296501,0.726434785,0.709565217,0.230095305,9.591304876,79.99674491,3
0.181949821,2.856761017,0.735231059,0.736458782,0.660931899,0.488271824,11.74422464,312.8297767,0.186098925,2.831360695,0.683070646,0.715283154,0.677132617,0.277131011,10.06893735,198.700873,0.18934767,2.770900377,0.672414437,0.714810036,0.666379929,0.384192689,10.22770717,74.41078749,3
0.167383942,2.998150149,0.490256683,0.683007301,0.847007301,-0.066996786,12.54358854,300.3829459,0.144785402,3.142679744,0.440905123,0.666992699,0.975036495,-0.251592877,15.32408453,291.3743844,0.176461315,2.94968645,0.544216824,0.700452557,0.831386863,0.194046134,11.12830442,98.1253645,1
0.18138,2.882148556,0.68705388,0.7109,0.727,-0.443879319,11.70444668,378.5425978,0.172642857,2.901583983,0.580184345,0.692628574,0.72342857,-0.611762741,11.95217693,289.1854822,0.196045715,2.691314186,0.646085496,0.725099999,0.639285713,-0.300677485,7.219271863,105.4065938,3
0.199446595,2.666679491,0.689464894,0.722064515,0.685591399,-0.007078538,8.053293723,261.1579397,0.198141937,2.750862544,0.682347667,0.712946238,0.690752691,-0.185745892,9.860027935,222.6892788,0.221542653,2.585937324,0.671952795,0.734795698,0.649462365,0.130643958,6.633785039,69.41470219,3
0.173016059,2.920061841,0.586014064,0.702394162,0.757080293,-0.313663534,8.632419112,259.0054839,0.172151825,2.974105385,0.625607229,0.702291971,0.777956207,-0.355358371,10.21090964,240.0073082,0.178236497,2.914525692,0.61805331,0.714262775,0.785547447,-0.274747796,8.893463304,81.92609233,1
0.204011553,2.630344767,0.734234378,0.733862815,0.610252709,-0.030822584,6.121256853,183.2143719,0.206841878,2.644040988,0.69107698,0.733588448,0.622238266,0.140485777,6.047962461,167.7951636,0.226330686,2.567139533,0.739048692,0.741097473,0.617617328,0.158809646,4.800869926,62.05233127,3
0.192622223,2.639801173,0.697266138,0.722035844,0.649175628,0.172662365,4.91165173,210.713979,0.208106093,2.683984002,0.570202499,0.712831542,0.684444446,0.250855224,6.313491846,193.4821803,0.218689606,2.646324075,0.450192867,0.712960575,0.707240143,0.345382539,5.572333529,62.03554949,1
0.177817144,2.859221532,0.498005763,0.70762857,0.791142858,0.105733029,9.670039202,274.0656788,0.178311429,2.886701148,0.510444623,0.703257142,0.786857145,-0.063881143,9.093709661,217.892241,0.191554286,2.762033242,0.537331372,0.707371429,0.761142857,-0.004103313,7.226826052,79.31853574,3
0.268279274,2.269043422,0.920796927,0.782647271,0.443781817,0.088808727,3.163831587,211.2508478,0.260797092,2.355541506,0.897165913,0.773105452,0.481018182,0.004821645,3.388853457,175.2249619,0.272186182,2.261023412,0.995684561,0.789221815,0.434472728,-0.031029992,2.925957556,64.98730935,3
0.218359125,2.590913098,0.516515233,0.705883212,0.671970804,-0.300855593,7.920368834,217.029668,0.238221898,2.59763895,0.553567352,0.736583941,0.678540147,-0.416068207,8.73296672,175.9703767,0.238852556,2.427496716,0.645850958,0.744496351,0.591240876,-0.144644669,4.707120489,56.60624503,3
0.156164029,3.029259403,0.660836195,0.70856115,0.786618704,0.071128402,12.91410066,241.4894893,0.172351079,2.939826073,0.722421067,0.71418705,0.738417268,0.002672807,13.30358614,202.7265764,0.175061871,2.843378342,0.765635116,0.724604318,0.663021583,0.33573479,10.10250395,74.12073112,3
0.14879452,3.147087238,0.542831757,0.694849316,0.956164383,-0.274828276,17.37411739,484.1141119,0.138032877,3.240647808,0.517510655,0.671205479,1.032054796,-0.302659072,17.07147672,440.7247952,0.201298631,2.779810348,0.586447779,0.712164385,0.762739727,-0.110248771,8.244338231,79.44330459,1
0.164568708,3.027745652,0.575904719,0.703414965,0.909251699,0.460904489,12.58185087,431.8175379,0.165989116,2.998505649,0.646905769,0.711006801,0.787619048,0.662518854,13.94456468,345.5361504,0.157409524,3.025767,0.594071263,0.701074829,0.854829931,0.385675755,12.4271295,101.9113252,1
0.154353583,3.11269292,0.512897363,0.691522184,0.904300343,-0.292575236,17.95381455,453.3358765,0.147893515,3.151205821,0.530350666,0.686757681,0.918088737,-0.29845581,18.67043547,409.7828893,0.16690512,2.960142483,0.583701204,0.703385667,0.807508533,0.136844235,11.85791767,93.03045536,1
0.136345579,3.346609633,0.284482981,0.602485796,1.57578231,-0.674078032,31.79810289,640.602922,0.133866667,3.372224626,0.334533173,0.614261705,1.497142858,-0.77158661,30.55980294,510.266345,0.143140136,3.208795143,0.354254077,0.639959184,1.239591836,-0.028333709,14.22862511,126.0815345,1
0.207325598,2.895486052,0.472765641,0.720941978,0.868395906,0.783776766,19.22112848,390.0363882,0.182380888,3.015435377,0.634613602,0.692491466,0.844368601,0.816377442,21.40541919,344.6173179,0.219453927,2.725865704,0.575492185,0.737856656,0.735290103,0.703269141,10.45324569,71.80817106,3
0.160095891,3.101515416,0.451347769,0.66709589,1.027123289,0.286227282,14.62347696,492.7105724,0.146260274,3.143955249,0.485022821,0.667643837,0.99972603,0.320454579,16.14028688,394.4579179,0.156276713,3.094489227,0.540644071,0.667821918,0.98589041,0.202319338,14.22220523,98.97957235,1
0.23401096,2.595220502,0.808361898,0.746945206,0.62150685,0.263873753,6.583889102,356.2337911,0.207465754,2.673327684,0.667464917,0.738917808,0.633287673,0.189383013,6.436521965,303.11601,0.217200001,2.657683144,0.674961928,0.73831507,0.668356164,0.146539397,5.658599537,65.08180169,1
0.169627492,3.00784639,0.475844104,0.672907216,0.953402062,0.202122559,11.49528743,321.745568,0.163230241,3.035809661,0.4580191,0.668439865,0.919450173,0.253308043,10.44123824,296.4225432,0.195980756,2.799637606,0.597686864,0.716398624,0.778006873,0.047184493,7.581619683,67.73084708,1
0.167062544,2.935715412,0.334488507,0.65312715,0.99065292,0.579516703,11.14299636,308.4419529,0.164005499,2.944651992,0.389845826,0.652384881,1.016219931,0.472032326,12.33246296,285.6214608,0.179290723,2.82251706,0.413125654,0.664756012,0.938694158,0.559487999,7.180440311,66.89650258,1
0.237495891,2.569528018,0.895272193,0.764356164,0.590958903,0.356925369,6.501507469,203.2727978,0.247912329,2.507882417,0.988154351,0.769342466,0.575068493,0.44113052,6.71893752,188.613219,0.246167124,2.491396563,0.786121384,0.76260274,0.565205479,0.398382903,5.429769422,58.18241007,1
0.187978233,2.851753945,0.484896047,0.704054423,0.851156463,0.247459267,11.50286444,462.9371993,0.236889796,2.609805504,0.452078572,0.721727891,0.76585034,0.30341747,9.585719065,279.0620881,0.22617415,2.623371786,0.531769688,0.719170069,0.753333332,0.480327841,7.618552508,94.44519908,5
0.143892042,3.157435538,0.551102407,0.679321798,0.911418685,0.45235599,14.77745894,543.5232398,0.157904499,3.001611171,0.619192818,0.69683045,0.813287197,0.503927583,11.88359142,313.3505633,0.168094118,2.955560399,0.58666078,0.703875433,0.819792387,0.44034569,10.20957842,113.3799226,5
0.142710653,3.177811916,0.337201005,0.615793813,1.194639177,0.073305736,13.08640616,616.4090133,0.156876976,3.187999044,0.329488972,0.627986255,1.310790376,0.217618469,15.14594985,411.3940985,0.15875464,3.113072091,0.344876798,0.631793815,1.189690718,0.264557527,11.9005771,150.4216674,7
0.232756165,2.655374921,0.70114298,0.742753426,0.637123288,0.076104333,12.01830866,630.3128165,0.212197261,2.708426443,0.745724757,0.742410958,0.646027398,-0.276981042,10.98493645,390.9833848,0.222586301,2.632782111,0.812751581,0.752150683,0.658767122,-0.190257539,8.524942003,166.0562376,5
